epoch,correct-output,logic-correct-output,unsatisfied,examples,crispness
1,0.5877999663352966,0.4528999924659729,11587.6669921875,10705.4404296875,85743.625
2,0.6018999814987183,0.5496999621391296,9003.4423828125,16520.4453125,78769.234375
3,0.5751999616622925,0.5539000034332275,7210.6875,22197.171875,73742.171875
4,0.5663999915122986,0.5565999746322632,6057.34765625,27682.103515625,70485.6640625
5,0.5636999607086182,0.5536999702453613,5161.34814453125,32636.759765625,68487.15625
6,0.566100001335144,0.5460000038146973,4443.779296875,36860.01171875,67245.4375
7,0.5547999739646912,0.5336999893188477,3747.748291015625,38916.3984375,66435.6171875
8,0.5570999979972839,0.48969998955726624,3252.86376953125,40122.91796875,65886.625
9,0.5625,0.44999998807907104,2962.1650390625,41635.9453125,65487.6796875
10,0.5701999664306641,0.40219998359680176,2618.708251953125,42772.1796875,65176.15625
11,0.6080999970436096,0.3976999819278717,2397.5556640625,43456.05859375,64908.97265625
12,0.6229000091552734,0.3967999815940857,2178.316650390625,43973.4453125,64677.609375
13,0.6273999810218811,0.3983999788761139,1986.6806640625,44355.8515625,64464.90625
14,0.6304000020027161,0.39969998598098755,1841.1253662109375,44569.92578125,64265.32421875
15,0.6430999636650085,0.39969998598098755,1730.75830078125,44908.51171875,64081.59375
16,0.6518999934196472,0.40139999985694885,1631.822265625,45194.66796875,63903.9765625
17,0.6559999585151672,0.4016000032424927,1532.94580078125,45406.28515625,63736.56640625
18,0.6599000096321106,0.40049999952316284,1454.4664306640625,45637.265625,63579.51171875
19,0.663599967956543,0.39989998936653137,1363.287353515625,45960.953125,63432.91015625
20,0.6660999655723572,0.4007999897003174,1297.57275390625,46189.78515625,63291.09375
21,0.6660999655723572,0.4023999869823456,1237.2845458984375,46416.3515625,63152.80078125
22,0.667199969291687,0.40299999713897705,1163.533447265625,46729.94140625,63021.5546875
23,0.6685000061988831,0.4034999907016754,1108.8734130859375,47040.96484375,62894.18359375
24,0.6697999835014343,0.40389999747276306,1053.4398193359375,47264.84375,62771.44140625
25,0.670699954032898,0.40389999747276306,1032.13720703125,47494.41015625,62654.328125
26,0.6711999773979187,0.4041999876499176,988.3836059570312,47785.05078125,62540.61328125
27,0.6721999645233154,0.40449997782707214,964.4403686523438,48094.17578125,62429.2109375
28,0.6715999841690063,0.40459999442100525,951.8631591796875,48322.06640625,62327.3046875
29,0.6721000075340271,0.4050000011920929,945.5386352539062,48597.625,62227.5546875
30,0.6717000007629395,0.4048999845981598,912.7080688476562,48824.125,62131.58203125
31,0.6732000112533569,0.4056999981403351,903.4953002929688,49032.7265625,62042.77734375
32,0.6728999614715576,0.406499981880188,887.2951049804688,49217.3515625,61955.44921875
33,0.6746999621391296,0.4065999984741211,850.2806396484375,49458.9140625,61873.90625
34,0.6748999953269958,0.40699997544288635,858.9459838867188,49610.3671875,61795.05078125
35,0.675000011920929,0.4071999788284302,847.5523681640625,49750.86328125,61718.3671875
36,0.6751999855041504,0.4083999991416931,807.1680908203125,49872.43359375,61645.32421875
37,0.675000011920929,0.41279998421669006,815.3343505859375,49856.08203125,61576.2421875
38,0.6744999885559082,0.4145999848842621,844.38427734375,50017.0703125,61508.8828125
39,0.6753999590873718,0.4179999828338623,798.6362915039062,50171.6171875,61443.546875
40,0.675000011920929,0.4327999949455261,790.1045532226562,50175.05859375,61378.06640625
